Jenis_Kelamin,Umur,SIM,Kode_Daerah,Sudah_Asuransi,Umur_Kendaraan,Kendaraan_Rusak,Premi,Kanal_Penjualan,Lama_Berlangganan,Tertarik,Prediksi
0,41,1,43,1,1,0,31491.0,26,255,0,0.0
0,51,1,28,1,1,0,21974.0,4,284,0,0.0
0,41,1,28,0,1,1,30816.0,125,242,0,0.0
0,57,1,48,1,1,0,2630.0,124,149,0,0.0
0,48,1,28,0,2,1,36141.0,26,191,1,1.0
1,27,1,8,1,0,0,35008.0,152,191,0,0.0
1,75,1,50,0,1,1,27794.0,8,31,0,0.0
1,61,1,50,0,1,1,37744.0,124,280,0,0.0
1,25,1,35,1,0,0,24689.0,160,213,0,0.0
1,24,1,2,1,0,0,27425.0,152,195,0,0.0
1,24,1,12,1,0,0,22388.0,152,274,0,0.0
1,44,1,28,0,1,1,33180.0,122,107,1,0.0
0,25,1,46,0,0,1,2630.0,156,145,1,0.0
1,23,1,50,0,0,1,36293.0,152,290,0,0.0
0,50,1,9,0,1,1,40576.0,26,46,0,0.0
1,26,1,37,0,0,1,34103.0,152,33,0,0.0
1,68,1,28,0,1,1,42383.0,124,33,0,0.0
1,27,1,43,1,0,0,29118.0,152,34,0,0.0
0,53,1,29,0,1,1,29008.0,26,166,1,0.0
0,57,1,36,0,1,1,28442.0,26,229,0,0.0
0,73,1,50,0,1,0,48105.0,120,50,0,0.0
0,54,1,46,1,1,0,38740.0,124,212,0,0.0
0,57,1,29,1,1,0,25214.0,26,92,0,0.0
0,39,1,28,0,1,1,46997.0,26,35,0,1.0
0,50,1,28,1,1,1,38811.0,26,181,0,0.0
0,21,1,9,0,0,1,31697.0,152,189,0,0.0
0,50,1,35,0,1,1,2630.0,26,284,1,0.0
1,28,1,30,1,0,0,23500.0,152,233,0,0.0
0,55,1,28,1,1,0,39682.0,26,171,0,0.0
1,48,1,8,0,1,1,34001.0,124,256,0,0.0
1,76,1,28,0,1,1,24950.0,124,106,0,0.0
0,47,1,8,0,1,1,43489.0,124,287,1,0.0
0,29,1,15,0,0,1,31717.0,152,152,0,0.0
0,35,1,8,1,1,0,25432.0,124,71,0,0.0
0,23,1,35,1,0,0,38063.0,152,187,0,0.0
1,48,1,28,1,1,0,31639.0,122,50,0,0.0
0,54,1,8,0,1,0,2630.0,124,46,0,0.0
0,25,1,37,1,0,0,27805.0,152,159,0,0.0
0,24,1,46,1,0,0,25575.0,160,242,0,0.0
0,49,1,33,1,1,0,2630.0,7,92,0,0.0
0,67,1,48,1,1,0,2630.0,124,148,0,0.0
1,27,1,50,1,0,0,22735.0,152,241,0,0.0
1,76,1,46,1,1,0,38525.0,124,70,0,0.0
0,26,1,5,1,0,0,33574.0,152,28,0,0.0
1,28,1,6,1,0,0,19417.0,152,137,0,0.0
1,51,1,28,1,1,1,22669.0,124,214,0,0.0
0,50,1,3,0,1,1,33884.0,124,49,0,0.0
0,24,1,29,1,0,0,33403.0,152,25,0,0.0
1,38,1,28,0,1,1,24256.0,26,291,0,0.0
1,26,1,30,0,0,1,23885.0,152,114,0,0.0
1,28,1,45,1,0,0,21268.0,152,83,0,0.0
0,39,1,28,0,2,1,54722.0,26,240,1,1.0
0,54,1,28,0,1,1,39021.0,26,124,0,1.0
0,24,1,22,1,0,0,30257.0,152,90,0,0.0
0,21,1,8,1,0,0,31232.0,160,148,0,0.0
0,71,1,28,1,1,0,28725.0,124,131,0,0.0
0,41,1,30,0,1,1,37102.0,26,103,0,0.0
0,24,1,25,1,0,0,23174.0,152,77,0,0.0
1,23,1,46,1,0,0,46577.0,152,211,0,0.0
1,30,1,21,0,0,1,2630.0,152,285,0,0.0
0,62,1,50,1,1,0,22986.0,124,105,0,0.0
1,25,1,15,1,0,0,31594.0,152,43,0,0.0
0,24,1,43,1,0,0,27628.0,152,45,0,0.0
0,68,1,8,0,1,1,33974.0,7,40,0,0.0
1,22,1,41,1,0,0,36108.0,152,45,0,0.0
1,24,1,3,0,0,1,2630.0,151,193,0,0.0
0,26,1,10,1,0,0,29624.0,152,58,0,0.0
0,22,1,5,1,0,0,34910.0,152,174,0,0.0
0,21,1,3,0,0,1,32724.0,152,244,1,0.0
1,29,1,33,1,0,0,27412.0,152,37,0,0.0
0,44,1,15,0,2,1,46153.0,26,266,0,0.0
0,33,1,6,0,1,1,30612.0,124,215,1,1.0
0,26,1,41,1,0,0,28231.0,152,34,0,0.0
0,43,1,18,0,1,1,2630.0,156,240,0,0.0
0,31,1,41,0,1,1,48931.0,124,272,0,1.0
0,27,1,15,1,0,0,33712.0,152,250,0,0.0
0,25,1,45,1,0,0,23435.0,26,217,0,0.0
0,30,1,28,1,1,0,44895.0,124,109,0,0.0
1,26,1,15,0,0,1,35613.0,152,293,1,0.0
1,24,1,11,1,0,0,26615.0,152,233,0,0.0
1,24,1,29,1,0,0,25652.0,152,97,0,0.0
0,37,1,37,0,1,1,2630.0,113,287,1,0.0
1,22,1,30,0,0,1,23984.0,152,262,0,0.0
0,62,1,28,1,1,0,35116.0,26,135,0,0.0
1,35,1,28,0,1,1,38660.0,124,13,1,0.0
0,26,1,28,0,1,1,46379.0,26,110,1,0.0
0,23,1,3,1,0,0,26944.0,152,31,0,0.0
0,59,1,50,1,1,0,49576.0,122,43,0,0.0
0,75,1,28,0,2,1,34209.0,26,42,0,0.0
1,26,1,26,1,0,0,26864.0,152,160,0,0.0
1,69,1,28,1,1,0,35166.0,23,36,0,0.0
0,28,1,28,1,0,0,31458.0,61,62,0,0.0
1,36,1,10,0,1,1,32664.0,152,216,0,0.0
0,42,1,28,0,1,1,2630.0,122,254,0,0.0
0,37,1,8,0,1,1,29000.0,26,218,0,0.0
0,21,1,45,1,0,0,2630.0,152,221,0,0.0
1,31,1,46,0,1,1,41643.0,124,70,0,0.0
1,46,1,28,0,1,1,2630.0,55,282,0,0.0
0,24,1,50,0,0,1,33841.0,152,119,0,0.0
1,43,1,50,1,1,0,23116.0,152,216,0,0.0
1,28,1,41,1,0,0,33017.0,152,233,0,0.0
0,41,1,47,1,1,0,32196.0,124,39,0,0.0
0,21,1,21,1,0,0,25728.0,152,243,0,0.0
0,22,1,7,1,0,0,2630.0,152,242,0,0.0
0,25,1,3,1,0,0,35120.0,152,106,0,0.0
0,23,1,11,1,0,0,30277.0,152,232,0,0.0
0,50,1,50,0,1,1,34711.0,124,213,0,0.0
1,22,1,30,0,0,1,21060.0,152,157,0,0.0
1,51,1,10,1,1,0,32940.0,152,216,0,0.0
0,62,1,28,1,1,0,49579.0,122,216,0,0.0
0,21,1,11,1,0,0,27073.0,152,72,0,0.0
0,38,1,28,1,1,0,42058.0,122,199,0,0.0
1,44,1,37,0,1,1,28370.0,124,104,0,0.0
1,24,1,33,1,0,0,35741.0,152,48,0,0.0
0,37,1,45,0,1,1,40389.0,26,247,0,1.0
0,23,1,21,1,0,0,32306.0,151,280,0,0.0
1,25,1,35,1,0,0,31318.0,152,288,0,0.0
0,38,1,21,0,1,1,29373.0,124,176,1,0.0
1,29,1,41,1,0,0,39101.0,152,182,0,0.0
0,55,1,8,1,1,0,37646.0,26,244,0,0.0
1,48,1,28,0,1,1,31388.0,26,71,0,0.0
0,46,1,28,0,1,1,59318.0,26,170,0,1.0
1,26,1,46,1,0,0,19229.0,152,115,0,0.0
1,28,1,28,1,0,0,2630.0,152,90,0,0.0
0,31,1,43,1,1,0,35907.0,124,53,0,0.0
0,59,1,28,1,1,0,33976.0,26,163,0,0.0
0,35,1,28,1,1,0,47701.0,160,76,0,0.0
0,36,1,35,0,1,1,38985.0,124,50,0,0.0
0,53,1,17,1,1,0,44047.0,124,77,0,0.0
0,26,1,28,1,0,0,53203.0,151,31,0,0.0
1,66,1,28,1,1,0,24300.0,124,53,0,0.0
1,74,1,28,1,1,0,29423.0,26,61,0,0.0
0,24,1,15,0,0,1,43352.0,152,293,0,0.0
0,53,1,8,0,1,1,41844.0,124,61,1,0.0
0,64,1,28,0,1,1,50563.0,124,72,1,0.0
1,36,1,28,0,1,1,56580.0,122,193,0,1.0
1,59,1,35,0,1,1,2630.0,124,190,0,0.0
1,26,1,32,0,0,1,21405.0,152,299,1,0.0
1,49,1,28,1,1,0,35294.0,124,21,0,0.0
0,72,1,28,0,1,1,42058.0,26,220,0,0.0
1,22,1,15,1,0,0,35768.0,26,128,0,0.0
0,26,1,35,1,0,0,24508.0,152,267,0,0.0
1,43,1,28,0,1,1,31229.0,122,249,1,0.0
0,68,1,37,1,1,0,33843.0,128,265,0,0.0
0,41,1,30,1,1,0,2630.0,152,162,0,0.0
1,22,1,15,1,0,0,27743.0,152,151,0,0.0
0,55,1,28,0,1,1,35629.0,124,113,1,0.0
1,32,1,28,0,0,1,30329.0,152,157,1,0.0
0,51,1,28,0,1,1,46987.0,124,101,0,0.0
1,25,1,47,0,0,0,35202.0,26,52,0,0.0
1,31,1,13,1,0,0,21872.0,152,292,0,0.0
0,24,1,11,1,0,0,34691.0,152,276,0,0.0
0,39,1,8,0,1,1,37045.0,152,131,1,0.0
0,42,1,28,0,2,1,43677.0,26,39,1,0.0
0,54,1,28,0,1,1,31899.0,124,219,0,0.0
0,22,1,28,0,0,0,61059.0,152,10,0,0.0
0,21,1,50,0,0,1,47487.0,152,80,0,0.0
1,26,1,18,1,0,1,39503.0,152,118,0,0.0
1,25,1,15,0,0,0,2630.0,26,115,0,0.0
0,70,1,28,0,1,1,40082.0,26,37,1,0.0
1,31,1,14,0,0,1,37907.0,26,107,1,1.0
1,23,1,8,1,0,0,40461.0,152,195,0,0.0
1,49,1,47,1,1,0,27558.0,26,178,0,0.0
0,66,1,28,0,2,1,37389.0,24,101,0,0.0
0,23,1,46,1,1,1,2630.0,156,234,0,0.0
1,52,1,28,0,1,1,47802.0,122,96,0,0.0
0,40,1,38,0,1,0,52353.0,124,269,0,0.0
0,20,1,33,0,1,1,27204.0,124,114,0,0.0
0,22,1,1,0,0,1,2630.0,152,266,0,0.0
0,24,1,19,1,0,0,2630.0,152,181,0,0.0
1,71,1,36,0,1,1,38234.0,26,111,0,0.0
0,49,1,50,1,1,0,34691.0,8,261,0,0.0
1,20,1,47,1,0,0,27780.0,160,197,0,0.0
0,23,1,28,0,1,1,45948.0,124,23,0,0.0
0,24,1,5,0,0,1,37762.0,152,92,0,0.0
0,65,1,35,0,1,1,2630.0,124,35,0,1.0
0,42,1,29,0,1,1,35450.0,124,129,1,0.0
1,49,1,46,0,1,1,20202.0,124,145,1,0.0
0,47,1,37,0,1,0,27680.0,155,295,0,0.0
0,54,1,28,0,1,1,47296.0,124,182,0,0.0
1,33,1,21,1,0,0,32511.0,152,107,0,0.0
1,49,1,28,1,1,0,32527.0,26,112,0,0.0
1,23,1,25,1,0,0,21436.0,160,133,0,0.0
0,32,1,8,0,2,1,31613.0,156,69,0,0.0
0,48,1,28,0,2,1,29737.0,26,279,0,1.0
1,25,1,41,1,0,0,30129.0,152,172,0,0.0
0,23,1,15,0,0,0,38051.0,152,35,0,0.0
0,24,1,13,1,0,0,19238.0,152,52,0,0.0
0,24,1,4,1,0,0,2630.0,152,119,0,0.0
0,24,1,28,1,0,0,31279.0,152,43,0,0.0
0,76,1,15,0,1,1,41054.0,26,85,0,0.0
0,61,1,8,0,1,1,42878.0,124,257,0,1.0
1,60,1,33,0,1,1,34881.0,26,145,0,0.0
1,58,1,28,0,1,1,34594.0,124,211,0,0.0
1,24,1,50,0,0,1,27914.0,151,131,0,0.0
0,49,1,15,0,1,1,34117.0,124,52,0,0.0
0,36,1,28,0,1,1,28173.0,122,293,1,0.0
0,23,1,39,0,0,1,2630.0,152,220,0,0.0
0,54,1,41,1,1,0,27441.0,26,129,0,0.0
1,21,1,35,1,0,0,47781.0,160,147,0,0.0
1,76,1,46,0,1,1,2630.0,156,159,0,0.0
1,34,1,33,0,1,1,2630.0,157,92,1,0.0
0,26,1,41,1,0,0,39501.0,152,23,0,0.0
1,43,1,28,0,1,1,36432.0,124,50,1,0.0
0,61,1,48,0,2,1,2630.0,124,290,0,0.0
1,22,1,28,1,0,0,30365.0,152,60,0,0.0
0,53,1,28,0,2,1,43904.0,25,198,1,0.0
1,34,1,33,0,1,1,32574.0,124,267,0,0.0
1,41,1,28,1,1,0,46953.0,29,131,0,0.0
1,25,1,29,1,0,0,29948.0,152,171,0,0.0
1,59,1,41,1,1,0,22731.0,152,262,0,0.0
1,36,1,8,1,1,0,30351.0,124,127,0,0.0
1,39,1,19,0,1,1,28173.0,124,111,0,0.0
0,48,1,14,0,1,0,2630.0,124,297,0,0.0
1,43,1,28,0,1,1,42496.0,26,291,1,1.0
0,51,1,28,1,1,0,29625.0,26,183,0,0.0
0,26,1,11,1,0,0,37841.0,152,252,0,0.0
0,49,1,50,1,1,0,27570.0,124,193,0,0.0
0,30,1,28,0,0,1,35996.0,152,52,0,0.0
0,25,1,39,1,0,0,31745.0,152,289,0,0.0
1,37,1,41,0,1,1,36402.0,124,134,1,0.0
1,41,1,28,0,1,1,38198.0,26,277,1,0.0
0,38,1,41,0,1,1,46100.0,106,167,1,0.0
0,53,1,12,1,1,0,28930.0,124,196,0,0.0
1,27,1,35,1,0,0,37555.0,152,209,0,0.0
0,23,1,6,1,0,0,56554.0,26,19,0,0.0
0,41,1,30,1,1,0,2630.0,152,255,0,0.0
0,41,1,28,0,1,1,42653.0,26,160,1,0.0
1,21,1,41,0,0,1,38525.0,124,27,0,0.0
1,63,1,41,0,2,1,50874.0,12,213,0,0.0
1,39,1,28,0,1,1,46397.0,124,221,1,0.0
0,27,1,36,1,0,0,33772.0,26,22,0,0.0
0,61,1,43,0,1,1,2630.0,26,183,0,0.0
0,65,1,28,1,1,0,27179.0,122,131,0,0.0
1,21,1,8,0,0,1,37072.0,160,99,0,0.0
0,46,1,28,1,1,0,35927.0,124,122,0,0.0
1,29,1,18,1,0,0,34162.0,152,205,0,0.0
0,44,1,47,1,1,0,21992.0,124,134,0,0.0
0,73,1,28,1,1,0,38903.0,55,34,0,0.0
0,27,1,50,0,0,1,2630.0,152,103,0,0.0
0,47,1,28,0,1,1,42959.0,124,191,0,0.0
1,40,1,28,1,1,1,41445.0,26,127,0,0.0
1,21,1,46,1,0,0,33880.0,152,197,0,0.0
0,25,1,29,1,0,0,2630.0,160,160,0,0.0
1,25,1,21,1,0,0,27553.0,152,64,0,0.0
1,25,1,36,1,0,0,26826.0,152,26,0,0.0
1,48,1,48,0,1,1,2630.0,124,203,0,0.0
1,30,1,50,1,0,0,31975.0,152,131,0,0.0
1,22,1,33,1,0,0,23687.0,152,143,0,0.0
0,36,1,37,0,1,1,36224.0,124,117,0,0.0
1,39,1,28,0,1,1,44055.0,26,49,1,0.0
0,70,1,28,1,1,0,31880.0,60,238,0,0.0
1,34,1,28,0,1,1,31394.0,18,288,1,0.0
1,27,1,28,1,0,0,39187.0,152,250,0,0.0
1,21,1,12,1,0,0,40795.0,152,281,0,0.0
0,43,1,39,1,1,0,2630.0,26,251,0,0.0
1,72,1,3,0,1,1,19857.0,157,223,0,0.0
1,60,1,28,0,1,1,30100.0,124,151,1,0.0
1,41,1,28,0,1,1,54916.0,26,121,1,0.0
1,25,1,11,1,0,0,31019.0,152,264,0,0.0
1,24,1,10,1,0,0,28990.0,152,68,0,0.0
0,26,1,46,1,0,0,24311.0,152,162,0,0.0
0,51,1,39,0,1,1,2630.0,124,299,1,0.0
1,64,1,35,0,1,1,51877.0,124,72,0,0.0
0,50,1,41,0,1,1,26309.0,26,279,0,0.0
0,45,1,28,1,1,1,35529.0,124,148,0,0.0
0,24,1,3,0,0,0,30578.0,152,239,0,0.0
1,25,1,30,1,0,0,28833.0,152,218,0,0.0
0,56,1,28,0,1,1,46429.0,26,31,1,0.0
0,31,1,28,0,0,1,2630.0,160,197,0,0.0
0,38,1,36,0,1,0,2630.0,124,271,0,0.0
0,25,1,50,0,0,1,25427.0,152,115,0,0.0
1,24,1,15,0,0,0,31763.0,160,128,0,0.0
0,44,1,21,0,1,1,33012.0,124,228,0,0.0
1,53,1,28,0,1,1,41675.0,26,168,0,0.0
0,47,1,3,1,1,0,2630.0,124,295,0,0.0
0,67,1,28,0,2,1,35610.0,26,239,0,0.0
0,21,1,8,0,0,1,32604.0,152,161,0,0.0
0,52,1,28,0,1,1,42574.0,26,35,0,0.0
0,49,1,35,0,1,1,2630.0,26,153,0,0.0
0,29,1,41,0,0,0,33468.0,152,173,0,0.0
0,44,1,41,0,1,1,42307.0,12,97,0,0.0
1,21,1,46,1,0,1,32198.0,152,184,0,0.0
1,21,1,41,1,0,0,33540.0,160,276,0,0.0
1,22,1,47,0,0,0,40201.0,152,27,0,0.0
1,24,1,6,1,0,0,21058.0,152,227,0,0.0
1,28,1,30,1,0,0,27851.0,152,111,0,0.0
0,34,1,33,0,1,1,26428.0,156,105,0,0.0
0,24,1,30,0,0,1,2630.0,157,155,0,0.0
0,48,1,11,0,1,1,30744.0,124,245,0,0.0
0,58,1,28,0,1,1,36814.0,122,15,0,0.0
0,28,1,35,1,0,0,23535.0,152,241,0,0.0
1,20,1,15,1,0,0,25750.0,160,285,0,0.0
1,21,1,49,0,0,1,32236.0,160,53,0,0.0
0,44,1,8,1,1,0,27814.0,26,40,0,0.0
1,22,1,22,0,0,1,2630.0,163,27,1,0.0
1,30,1,41,1,0,0,26568.0,153,214,0,0.0
0,25,1,37,0,0,1,29691.0,152,299,0,0.0
1,21,1,21,1,0,0,27685.0,152,73,0,0.0
0,24,1,45,1,0,0,28495.0,26,15,0,0.0
1,39,1,48,0,1,1,2630.0,156,155,1,0.0
1,28,1,2,0,0,1,33545.0,151,127,0,0.0
1,35,1,10,0,1,1,39818.0,124,151,0,0.0
1,21,1,13,0,0,1,28179.0,160,63,0,0.0
0,58,1,50,1,1,0,28556.0,152,194,0,0.0
0,47,1,28,0,1,1,45362.0,154,182,0,0.0
0,28,1,7,1,0,0,2630.0,152,16,0,0.0
0,56,1,18,0,1,1,27961.0,26,178,0,0.0
1,30,1,36,0,0,1,38863.0,160,197,0,0.0
0,28,1,11,1,0,0,25734.0,152,139,0,0.0
1,29,1,11,1,0,0,20834.0,152,95,0,0.0
1,50,1,41,1,1,0,33648.0,152,234,0,0.0
0,28,1,32,1,0,0,22446.0,152,105,0,0.0
0,70,1,28,1,1,0,38748.0,24,112,0,0.0
0,27,1,40,0,0,1,27977.0,152,81,0,0.0
0,58,1,25,0,1,1,2630.0,156,63,0,0.0
1,48,1,34,1,1,0,30788.0,26,270,0,0.0
0,27,1,26,0,0,1,34812.0,152,94,0,0.0
1,22,1,25,0,0,0,27418.0,152,35,0,0.0
0,49,1,28,0,2,1,26733.0,26,261,0,0.0
1,41,1,28,0,1,1,49333.0,26,199,1,1.0
1,23,1,12,1,0,0,22813.0,151,286,0,0.0
1,56,1,28,0,1,1,24662.0,124,142,0,0.0
1,24,1,25,0,0,0,37454.0,152,41,0,0.0
0,27,1,41,1,0,0,32362.0,152,137,0,0.0
1,27,1,11,1,0,0,30023.0,152,18,0,0.0
0,36,1,4,0,1,1,25776.0,124,154,1,0.0
1,42,1,22,0,2,1,35297.0,8,207,0,0.0
0,23,1,11,1,0,0,27501.0,152,225,0,0.0
0,65,1,28,0,1,1,35474.0,26,42,0,0.0
1,44,1,28,0,1,1,35591.0,124,278,1,0.0
1,27,1,29,0,0,1,30628.0,154,182,0,0.0
1,42,1,28,0,1,1,38036.0,124,289,0,0.0
1,72,1,28,0,2,1,47981.0,3,92,0,0.0
1,53,1,28,0,1,1,26248.0,47,268,1,0.0
1,48,1,3,1,1,0,41563.0,26,65,0,0.0
1,68,1,28,0,1,1,25958.0,26,207,0,0.0
0,58,1,28,0,2,1,2630.0,26,80,0,0.0
1,41,1,3,0,1,1,25421.0,124,244,1,0.0
0,24,1,46,1,0,0,23266.0,160,203,0,0.0
1,25,1,2,1,0,0,40640.0,152,41,0,0.0
1,21,1,38,0,1,1,26686.0,154,18,1,0.0
1,23,1,41,1,0,0,42431.0,152,41,0,0.0
0,33,1,46,0,0,1,35478.0,26,62,1,0.0
1,26,1,29,1,0,0,24025.0,152,249,0,0.0
1,28,1,41,1,0,0,19664.0,152,73,0,0.0
1,43,1,8,0,1,1,34971.0,26,255,0,0.0
0,53,1,28,0,1,1,44239.0,124,265,0,0.0
1,31,1,41,1,1,0,2630.0,109,30,0,0.0
1,25,1,10,1,0,0,25155.0,152,192,0,0.0
0,24,1,41,0,0,1,33426.0,152,151,0,0.0
0,68,1,46,0,1,1,34839.0,26,29,0,0.0
1,27,1,11,0,0,1,26356.0,153,125,0,0.0
0,58,1,28,0,1,1,58607.0,26,199,0,0.0
0,33,1,28,0,1,0,35133.0,124,26,0,0.0
0,23,1,8,1,0,0,2630.0,160,228,0,0.0
1,32,1,42,1,0,0,32687.0,26,193,0,0.0
0,23,1,8,1,0,0,36802.0,152,226,0,0.0
0,37,1,46,0,1,1,29475.0,26,155,1,1.0
1,55,1,38,0,1,1,28256.0,26,22,1,0.0
0,43,1,28,0,1,0,32414.0,26,237,0,0.0
1,45,1,8,1,1,0,36671.0,124,141,0,0.0
0,25,1,8,1,0,0,30674.0,152,149,0,0.0
0,67,1,28,0,2,1,26795.0,122,230,0,0.0
1,23,1,41,1,0,0,27023.0,152,26,0,0.0
1,25,1,47,1,0,0,27849.0,26,158,0,0.0
0,23,1,41,0,0,1,31390.0,152,81,0,0.0
0,60,1,28,0,2,1,44360.0,124,34,0,0.0
0,28,1,29,1,0,0,34613.0,152,83,0,0.0
1,51,1,20,1,1,0,2630.0,124,183,0,0.0
0,52,1,50,0,1,1,36505.0,124,144,0,0.0
1,61,1,28,0,1,1,53440.0,26,25,0,0.0
0,27,1,29,1,0,0,21190.0,152,184,0,0.0
0,62,1,46,1,1,0,32392.0,124,43,0,0.0
0,26,1,28,0,0,1,43617.0,152,103,0,0.0
0,43,1,28,0,1,1,2630.0,158,48,0,0.0
1,29,1,28,0,0,1,42287.0,152,230,0,0.0
0,39,1,28,0,2,1,25009.0,122,197,0,0.0
0,23,1,37,0,0,1,17612.0,26,128,0,0.0
1,20,1,35,1,0,0,35703.0,160,96,0,0.0
0,44,1,28,0,1,1,35369.0,124,272,0,0.0
0,51,1,8,1,1,0,36491.0,26,234,0,0.0
0,48,1,28,0,1,1,50526.0,124,13,1,0.0
0,52,1,41,0,1,1,29641.0,157,139,0,0.0
0,35,1,0,0,1,1,2630.0,151,220,0,0.0
1,37,1,15,1,1,0,36258.0,152,167,0,0.0
0,41,1,50,0,2,1,32078.0,26,218,0,0.0
1,32,1,6,0,0,1,18964.0,152,266,0,0.0
1,41,1,28,0,2,1,51305.0,124,55,0,0.0
0,49,1,41,0,1,1,24900.0,124,184,0,0.0
0,58,1,17,0,1,1,28358.0,124,149,1,0.0
1,20,1,30,1,0,1,2630.0,160,103,0,0.0
0,20,1,35,0,0,1,39230.0,160,208,0,0.0
1,39,1,33,0,1,1,35910.0,26,68,0,0.0
1,31,1,43,0,1,1,24918.0,156,229,0,0.0
0,43,1,28,1,1,1,32777.0,156,47,0,0.0
0,70,1,8,1,1,0,41394.0,124,176,0,0.0
1,26,1,14,1,0,0,23183.0,152,42,0,0.0
0,64,1,35,0,1,1,37289.0,26,25,0,0.0
1,27,1,46,1,0,0,31799.0,152,148,0,0.0
1,22,1,47,1,0,0,45892.0,152,198,0,0.0
1,24,1,8,1,0,0,42862.0,152,289,0,0.0
1,22,1,10,1,0,0,32970.0,152,271,0,0.0
0,71,1,8,1,1,0,34346.0,124,37,0,0.0
1,21,1,46,0,0,1,19474.0,160,83,0,0.0
1,68,1,2,0,0,0,2630.0,1,281,0,0.0
1,25,1,14,1,0,0,25969.0,152,237,0,0.0
0,25,1,8,1,0,0,44656.0,152,280,0,0.0
0,75,0,41,0,2,1,35054.0,106,242,0,0.0
0,26,1,8,1,0,0,33186.0,152,84,0,0.0
1,23,1,30,1,0,0,22735.0,152,139,0,0.0
0,45,0,46,0,1,1,29375.0,154,254,0,0.0
0,54,1,8,1,1,1,47039.0,124,260,0,0.0
1,62,1,28,0,1,1,38274.0,61,136,0,0.0
1,31,1,28,0,0,1,26882.0,152,234,1,0.0
0,39,1,47,1,1,0,25081.0,152,65,0,0.0
0,77,1,15,0,1,1,31465.0,26,188,0,0.0
0,53,1,28,0,2,1,37613.0,26,33,0,0.0
1,45,1,3,1,1,0,2630.0,124,122,0,0.0
1,36,1,28,0,1,1,29061.0,124,184,0,0.0
1,54,1,46,0,1,1,33348.0,124,60,1,0.0
1,49,1,28,0,1,1,28760.0,26,77,0,0.0
1,51,1,29,0,1,1,2630.0,109,221,1,1.0
1,23,1,6,1,0,0,19520.0,152,153,0,0.0
0,28,1,30,0,0,1,2630.0,157,128,0,0.0
0,36,1,46,0,1,1,20819.0,26,137,0,0.0
1,24,1,41,1,0,0,41178.0,152,273,0,0.0
1,52,1,41,0,1,1,58145.0,26,112,1,0.0
1,22,1,2,1,0,0,28997.0,152,237,0,0.0
0,32,1,14,0,1,1,25885.0,124,237,0,0.0
1,72,1,28,1,1,0,30167.0,124,112,0,0.0
0,73,1,28,1,1,0,45427.0,26,23,0,0.0
0,22,1,27,0,0,1,32434.0,152,18,0,0.0
0,31,1,48,1,0,0,2630.0,124,75,0,0.0
0,71,1,47,0,1,1,37440.0,26,261,0,0.0
0,64,1,38,0,1,1,27497.0,26,163,0,0.0
1,27,1,14,1,0,0,23576.0,152,72,0,0.0
0,40,1,7,1,1,0,48376.0,124,23,0,0.0
0,77,1,28,1,1,0,43596.0,26,42,0,0.0
0,20,1,43,0,0,1,24734.0,160,188,0,0.0
1,37,1,30,0,1,1,22446.0,152,273,0,0.0
1,69,1,8,0,1,1,35528.0,160,163,0,0.0
1,32,1,41,0,0,1,2630.0,152,222,0,0.0
1,23,1,30,1,0,0,28768.0,152,62,0,0.0
1,27,1,32,1,0,0,46560.0,152,81,0,0.0
0,60,1,8,1,1,0,46553.0,26,160,0,0.0
1,33,1,43,0,1,1,27305.0,124,237,1,0.0
1,42,1,11,0,1,1,28308.0,157,26,1,0.0
0,63,1,50,1,1,0,38081.0,8,289,0,0.0
0,25,1,2,1,0,0,32881.0,152,180,0,0.0
0,54,1,29,0,1,1,40729.0,124,91,1,0.0
1,39,1,28,1,1,0,35521.0,24,237,0,0.0
0,38,1,37,1,1,0,33736.0,152,167,0,0.0
0,52,1,15,1,1,0,43799.0,124,113,0,0.0
0,23,1,32,0,0,1,31026.0,152,94,0,0.0
0,22,1,10,0,0,0,26226.0,152,183,0,0.0
1,48,1,28,0,1,1,40943.0,26,243,1,0.0
0,49,1,28,1,1,0,2630.0,122,109,0,0.0
1,26,1,32,0,0,1,34057.0,152,78,0,0.0
1,70,1,45,1,1,0,22399.0,24,105,0,0.0
0,30,1,11,1,0,0,21839.0,152,35,0,0.0
0,43,1,48,1,1,0,2630.0,15,195,0,0.0
0,31,1,15,0,0,1,2630.0,152,262,0,0.0
1,24,1,15,0,0,1,44995.0,151,279,0,0.0
0,21,1,35,1,0,0,24829.0,160,151,0,0.0
0,69,1,28,1,1,0,39027.0,26,132,0,0.0
1,45,1,28,0,1,1,46513.0,26,114,0,0.0
1,61,1,28,0,2,1,2630.0,26,83,0,1.0
0,23,1,30,1,0,0,27605.0,152,21,0,0.0
1,36,1,28,0,1,1,37406.0,122,282,0,0.0
0,44,1,41,0,1,0,22107.0,30,219,0,0.0
0,28,1,6,1,0,0,34046.0,152,37,0,0.0
0,57,1,28,0,1,1,2630.0,26,295,0,0.0
1,26,1,41,1,0,0,31154.0,152,74,0,0.0
0,40,1,12,1,1,0,2630.0,124,81,0,0.0
1,43,1,28,1,1,0,36216.0,124,203,0,0.0
1,45,1,19,0,2,1,31595.0,26,109,1,1.0
1,22,1,27,1,0,0,32763.0,152,275,0,0.0
1,22,1,18,1,0,0,28841.0,152,111,0,0.0
